track_name;artist(s)_name;artist_count;released_year;released_month;released_day;in_spotify_playlists;in_spotify_charts;streams;in_apple_playlists;in_apple_charts;in_deezer_playlists;in_deezer_charts;in_shazam_charts;bpm;key;mode;danceability_%;valence_%;energy_%;acousticness_%;instrumentalness_%;liveness_%;speechiness_%
Tarot;Bad Bunny, Jhay Cortez;2.00;2022.00;5.00;6.00;2482.00;20.00;608228647.00;27.00;77.00;22.00;2.00;0.00;114.00;B;Minor;80.00;42.00;68.00;2.00;0.00;66.00;4.00
You Make It Feel Like Christmas (feat. Blake Shelton);Gwen Stefani, Blake Shelton;2.00;2005.00;9.00;20.00;2577.00;0.00;180577478.00;108.00;56.00;30.00;0.00;0.00;93.00;F;Major;63.00;93.00;88.00;1.00;0.00;12.00;4.00
Desesperados;Chencho Corleone, Rauw Alejandro;2.00;2021.00;6.00;25.00;6821.00;34.00;809306935.00;83.00;58.00;128.00;7.00;0.00;90.00;C#;Minor;87.00;51.00;69.00;36.00;0.00;9.00;8.00
Too Late;SZA;1.00;2022.00;12.00;8.00;714.00;0.00;49262961.00;0.00;9.00;2.00;0.00;0.00;128.00;B;Major;45.00;35.00;68.00;78.00;0.00;39.00;8.00
Party;Bad Bunny, Rauw Alejandro;2.00;2022.00;5.00;6.00;3185.00;4.00;614555082.00;38.00;64.00;37.00;3.00;36.00;97.00;A;Major;83.00;47.00;80.00;2.00;0.00;24.00;9.00
Run Rudolph Run - Single Version;Chuck Berry;1.00;1958.00;1.00;1.00;8612.00;0.00;245350949.00;120.00;30.00;52.00;0.00;1.00;152.00;G;Minor;69.00;94.00;71.00;79.00;0.00;7.00;8.00
Jingle Bells - Remastered 1999;Frank Sinatra;1.00;1957.00;1.00;1.00;4326.00;0.00;178660459.00;32.00;3.00;65.00;0.00;0.00;175.00;G#;Major;51.00;94.00;34.00;73.00;0.00;10.00;5.00
Far;SZA;1.00;2022.00;12.00;9.00;680.00;0.00;51641685.00;2.00;15.00;1.00;0.00;0.00;116.00;D;Major;61.00;48.00;55.00;67.00;0.00;16.00;8.00
On Time (with John Legend);John Legend, Metro Boomin;2.00;2022.00;12.00;2.00;398.00;0.00;78139948.00;2.00;2.00;6.00;0.00;2.00;80.00;F;Minor;33.00;51.00;59.00;76.00;0.00;44.00;6.00
GATï¿½ï¿½;Maldy, Karol G;2.00;2022.00;8.00;25.00;3328.00;13.00;322336177.00;39.00;50.00;57.00;3.00;1.00;93.00;B;Minor;63.00;34.00;86.00;26.00;0.00;21.00;39.00
ýýýabcdefu;Gayle;1.00;2021.00;8.00;13.00;7215.00;0.00;1007612429.00;170.00;12.00;575.00;18.00;0.00;122.00;E;Major;70.00;42.00;54.00;30.00;0.00;37.00;5.00
Sacrifice;The Weeknd;1.00;2022.00;1.00;7.00;4440.00;0.00;326792833.00;81.00;77.00;133.00;0.00;0.00;122.00;G;Major;70.00;91.00;79.00;3.00;0.00;7.00;10.00
Is There Someone Else?;The Weeknd;1.00;2022.00;1.00;7.00;2881.00;6.00;391251368.00;13.00;89.00;34.00;0.00;3.00;135.00;A;Minor;70.00;60.00;58.00;4.00;0.00;16.00;3.00
Fingers Crossed;Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith;3.00;2022.00;1.00;5.00;2235.00;0.00;349585590.00;65.00;7.00;70.00;16.00;6.00;109.00;F;Major;60.00;45.00;47.00;62.00;0.00;31.00;5.00
Out of Time;The Weeknd;1.00;2022.00;1.00;7.00;3711.00;0.00;339659802.00;49.00;88.00;62.00;0.00;0.00;93.00;0;Minor;65.00;82.00;74.00;27.00;0.00;32.00;5.00
Do It To It;Cherish, ACRAZE;2.00;2021.00;8.00;20.00;12403.00;0.00;674772936.00;183.00;63.00;465.00;0.00;11.00;125.00;B;Minor;85.00;64.00;81.00;2.00;5.00;7.00;9.00
We Don't Talk About Bruno;Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan;7.00;2021.00;11.00;19.00;2785.00;0.00;432719968.00;95.00;89.00;44.00;0.00;0.00;206.00;0;Minor;58.00;83.00;45.00;36.00;0.00;11.00;8.00
Pepas;Farruko;1.00;2021.00;6.00;24.00;14114.00;17.00;1309887447.00;252.00;109.00;965.00;20.00;0.00;130.00;G;Major;76.00;44.00;77.00;1.00;0.00;13.00;3.00
How Do I Make You Love Me?;The Weeknd;1.00;2022.00;1.00;7.00;1915.00;0.00;119238316.00;7.00;47.00;15.00;0.00;0.00;121.00;G;Minor;80.00;62.00;51.00;2.00;0.00;9.00;8.00
Gasoline;The Weeknd;1.00;2022.00;1.00;7.00;2297.00;0.00;116903579.00;11.00;29.00;14.00;0.00;0.00;123.00;F#;Minor;74.00;35.00;73.00;0.00;0.00;21.00;5.00
Infinity;Jaymes Young;1.00;2017.00;6.00;23.00;4375.00;0.00;888046992.00;24.00;0.00;396.00;0.00;0.00;122.00;B;Minor;67.00;50.00;67.00;15.00;0.00;30.00;4.00
Less Than Zero;The Weeknd;1.00;2022.00;1.00;7.00;2800.00;0.00;200660871.00;18.00;77.00;61.00;0.00;1.00;143.00;0;Major;53.00;50.00;79.00;0.00;0.00;8.00;3.00
Take My Breath;The Weeknd;1.00;2021.00;8.00;6.00;2597.00;0.00;130655803.00;17.00;80.00;38.00;0.00;0.00;121.00;A#;Minor;70.00;35.00;77.00;1.00;0.00;26.00;4.00
good 4 u;Olivia Rodrigo;1.00;2021.00;5.00;14.00;15563.00;6.00;1887039593.00;259.00;55.00;461.00;1.00;0.00;166.00;F#;Minor;56.00;68.00;66.00;28.00;0.00;11.00;18.00
Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr;The Weeknd, Tyler, The Creator;3.00;2022.00;1.00;7.00;1420.00;0.00;88103848.00;7.00;18.00;7.00;0.00;0.00;135.00;C#;Major;41.00;27.00;64.00;36.00;0.00;60.00;3.00
Best Friends;The Weeknd;1.00;2022.00;1.00;7.00;1292.00;0.00;101114984.00;3.00;18.00;14.00;0.00;0.00;87.00;E;Minor;49.00;49.00;59.00;44.00;0.00;35.00;21.00
Kiss Me More (feat. SZA);SZA, Doja Cat;2.00;2021.00;4.00;9.00;15867.00;0.00;1575467011.00;382.00;65.00;497.00;0.00;12.00;111.00;G#;Major;77.00;74.00;66.00;30.00;0.00;13.00;3.00
I Heard You're Married (feat. Lil Wayne);The Weeknd, Lil Wayne;2.00;2022.00;1.00;7.00;1178.00;0.00;91656026.00;9.00;10.00;9.00;0.00;0.00;110.00;D;Major;75.00;85.00;84.00;10.00;0.00;31.00;19.00
Need To Know;Doja Cat;1.00;2021.00;6.00;11.00;6672.00;0.00;1042568408.00;125.00;36.00;150.00;0.00;0.00;130.00;C#;Major;66.00;19.00;61.00;30.00;0.00;9.00;7.00
MONTERO (Call Me By Your Name);Lil Nas X;1.00;2020.00;9.00;18.00;12329.00;0.00;1735441776.00;275.00;19.00;738.00;0.00;0.00;179.00;G#;Minor;61.00;76.00;51.00;30.00;0.00;38.00;15.00
love nwantiti (ah ah ah);Ckay;1.00;2019.00;7.00;26.00;5669.00;2.00;726837877.00;74.00;0.00;262.00;14.00;0.00;93.00;F;Minor;74.00;53.00;73.00;61.00;0.00;13.00;4.00
Dawn FM;The Weeknd;1.00;2022.00;1.00;7.00;811.00;0.00;53933526.00;1.00;8.00;6.00;0.00;0.00;78.00;A;Minor;27.00;10.00;49.00;62.00;0.00;49.00;5.00
Surface Pressure;Jessica Darrow;1.00;2021.00;11.00;19.00;1756.00;0.00;267758538.00;38.00;48.00;20.00;0.00;0.00;180.00;D;Major;65.00;37.00;58.00;2.00;0.00;4.00;31.00
Starry Eyes;The Weeknd;1.00;2022.00;1.00;7.00;1014.00;0.00;74601456.00;1.00;17.00;11.00;0.00;0.00;86.00;A;Minor;28.00;13.00;41.00;50.00;0.00;19.00;3.00
THATS WHAT I WANT;Lil Nas X;1.00;2021.00;9.00;17.00;7963.00;0.00;920797189.00;173.00;7.00;298.00;0.00;4.00;88.00;C#;Minor;74.00;55.00;85.00;1.00;0.00;5.00;22.00
One Right Now (with The Weeknd);The Weeknd, Post Malone;2.00;2021.00;11.00;5.00;4771.00;0.00;539595276.00;68.00;18.00;75.00;0.00;1.00;97.00;C#;Major;68.00;72.00;78.00;4.00;0.00;7.00;5.00
Beggin;Mï¿½ï¿½ne;1.00;2017.00;12.00;8.00;8559.00;0.00;1367810478.00;183.00;64.00;964.00;9.00;75.00;134.00;B;Minor;71.00;59.00;80.00;13.00;0.00;36.00;5.00
Mon Amour - Remix;Aitana, zzoilo;2.00;2020.00;9.00;21.00;3221.00;2.00;578207856.00;67.00;13.00;139.00;0.00;40.00;116.00;D;Major;75.00;36.00;76.00;12.00;0.00;10.00;10.00
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);Julieta Venegas, Bad Bunny, Tainy;3.00;2021.00;10.00;5.00;3423.00;26.00;775542072.00;61.00;65.00;53.00;6.00;0.00;170.00;E;Minor;64.00;14.00;70.00;9.00;0.00;9.00;8.00
MONEY;Lisa;1.00;2021.00;9.00;10.00;2566.00;13.00;863625566.00;44.00;109.00;131.00;0.00;0.00;140.00;C#;Minor;83.00;40.00;55.00;16.00;0.00;14.00;23.00
The Motto;Tiï¿½ï¿½sto, Ava;2.00;2021.00;11.00;4.00;9151.00;6.00;656013912.00;240.00;107.00;268.00;0.00;5.00;118.00;G;Minor;75.00;46.00;76.00;3.00;0.00;9.00;4.00
Happier Than Ever;Billie Eilish;1.00;2021.00;7.00;30.00;8476.00;0.00;1056760045.00;138.00;133.00;283.00;0.00;0.00;65.00;0;Major;31.00;31.00;24.00;76.00;0.00;14.00;4.00
Moth To A Flame (with The Weeknd);The Weeknd, Swedish House Mafia;2.00;2021.00;10.00;22.00;7495.00;17.00;611994237.00;114.00;172.00;284.00;2.00;0.00;120.00;0;Minor;56.00;16.00;67.00;0.00;0.00;11.00;4.00
traitor;Juan Cruz Toledo, Huilen Toledo;2.00;2021.00;5.00;21.00;5257.00;6.00;1230855859.00;85.00;43.00;134.00;0.00;0.00;176.00;D#;Major;29.00;12.00;33.00;68.00;0.00;12.00;5.00
Toxic;BoyWithUke;1.00;2021.00;9.00;10.00;1795.00;0.00;582981380.00;34.00;23.00;118.00;0.00;0.00;180.00;G#;Minor;59.00;69.00;61.00;84.00;0.00;46.00;36.00
drivers license;Olivia Rodrigo;1.00;2021.00;1.00;8.00;12685.00;3.00;1858144199.00;185.00;61.00;485.00;0.00;0.00;144.00;A#;Major;59.00;21.00;43.00;76.00;0.00;10.00;7.00
Malvadï¿½ï¿;Xamï¿½ï¿½, Gustah, Neo B;3.00;2021.00;11.00;30.00;648.00;1.00;240684449.00;14.00;3.00;81.00;0.00;0.00;133.00;F#;Minor;82.00;52.00;61.00;38.00;0.00;14.00;27.00
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault);Taylor Swift;1.00;2021.00;11.00;12.00;4635.00;5.00;583687007.00;50.00;49.00;30.00;1.00;2.00;93.00;0;Major;63.00;21.00;52.00;28.00;0.00;9.00;3.00
Donï¿½ï¿½ï¿½t Break My;The Weeknd;1.00;2022.00;1.00;7.00;1184.00;0.00;63803529.00;1.00;5.00;6.00;0.00;0.00;122.00;A#;Major;77.00;25.00;62.00;34.00;0.00;23.00;3.00
Oh My God;Adele;1.00;2021.00;11.00;19.00;4431.00;0.00;466214729.00;105.00;7.00;199.00;0.00;0.00;88.00;C#;Major;53.00;55.00;73.00;9.00;0.00;3.00;5.00
Entre Nosotros (Remix) [con Nicki Nicole];Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE;4.00;2022.00;1.00;5.00;759.00;3.00;236940480.00;32.00;0.00;12.00;0.00;0.00;170.00;F;Minor;70.00;61.00;44.00;40.00;0.00;37.00;4.00
A Tale By Quincy;The Weeknd;1.00;2022.00;1.00;7.00;733.00;0.00;41924466.00;0.00;2.00;2.00;0.00;0.00;94.00;F;Minor;46.00;55.00;50.00;71.00;0.00;10.00;11.00
I AM WOMAN;Emmy Meli;1.00;2021.00;11.00;18.00;2795.00;0.00;225259194.00;45.00;0.00;107.00;0.00;0.00;170.00;A#;Major;65.00;46.00;47.00;12.00;0.00;13.00;16.00
Medallo;Justin Quiles, Lenny Tavï¿½ï¿½rez, BL;3.00;2021.00;10.00;27.00;2780.00;2.00;393230256.00;54.00;21.00;57.00;1.00;0.00;90.00;E;Minor;79.00;79.00;70.00;57.00;0.00;66.00;8.00
It'll Be Okay;Shawn Mendes;1.00;2021.00;12.00;1.00;1950.00;0.00;287201015.00;56.00;8.00;104.00;0.00;10.00;78.00;G;Major;40.00;7.00;29.00;62.00;0.00;9.00;3.00
Softcore;The Neighbourhood;1.00;2018.00;3.00;9.00;3947.00;12.00;599770206.00;33.00;102.00;93.00;0.00;30.00;94.00;D;Major;57.00;36.00;58.00;5.00;0.00;15.00;3.00
Super Gremlin;Kodak Black;1.00;2021.00;10.00;30.00;2551.00;0.00;342779426.00;52.00;15.00;35.00;0.00;1.00;73.00;D;Major;83.00;11.00;41.00;0.00;0.00;36.00;14.00
Volvï¿;Aventura, Bad Bunny;2.00;2021.00;8.00;3.00;5375.00;10.00;673801126.00;138.00;24.00;133.00;0.00;1.00;176.00;C#;Major;73.00;79.00;86.00;42.00;0.00;7.00;18.00
Todo De Ti;Rauw Alejandro;1.00;2020.00;11.00;2.00;11975.00;8.00;1168642797.00;188.00;75.00;268.00;6.00;16.00;128.00;D#;Minor;81.00;57.00;63.00;40.00;1.00;10.00;4.00
Love Nwantiti - Remix;Ckay, AX'EL, Dj Yo!;3.00;2019.00;8.00;30.00;2696.00;0.00;540539717.00;42.00;2.00;57.00;0.00;0.00;120.00;G#;Major;58.00;44.00;60.00;44.00;9.00;5.00;6.00
Smokin Out The Window;Bruno Mars, Anderson .Paak, Silk Sonic;3.00;2021.00;11.00;5.00;4963.00;0.00;383550148.00;63.00;40.00;76.00;0.00;0.00;82.00;D;Major;63.00;85.00;62.00;6.00;0.00;35.00;4.00
Meet Me At Our Spot;THE ANXIETY, Willow, Tyler Cole;3.00;2020.00;3.00;13.00;6734.00;0.00;530511203.00;47.00;14.00;90.00;0.00;1.00;95.00;D;Major;77.00;40.00;47.00;2.00;0.00;9.00;3.00
Every Angel is Terrifying;The Weeknd;1.00;2022.00;1.00;7.00;715.00;0.00;37307967.00;0.00;1.00;2.00;0.00;0.00;118.00;0;Major;44.00;52.00;94.00;11.00;0.00;4.00;29.00
Tacones Rojos;Sebastian Yatra;1.00;2021.00;10.00;22.00;3047.00;9.00;510876816.00;77.00;31.00;85.00;5.00;28.00;123.00;B;Minor;75.00;93.00;86.00;8.00;0.00;14.00;3.00
Peaches (feat. Daniel Caesar & Giveon);Justin Bieber, Daniel Caesar, Giveon;3.00;2021.00;3.00;19.00;14140.00;0.00;1445941661.00;231.00;52.00;612.00;6.00;0.00;90.00;0;Major;63.00;49.00;68.00;38.00;0.00;42.00;18.00
Dakiti;Bad Bunny, Jhay Cortez;2.00;2020.00;10.00;30.00;11215.00;21.00;1763363713.00;189.00;166.00;525.00;9.00;25.00;110.00;E;Minor;73.00;14.00;57.00;40.00;0.00;11.00;5.00
Tiago PZK: Bzrp Music Sessions, Vol. 48;Bizarrap, Tiago pzk;2.00;2021.00;12.00;29.00;1678.00;12.00;374191487.00;20.00;4.00;15.00;1.00;3.00;96.00;C#;Minor;66.00;76.00;82.00;47.00;0.00;10.00;32.00
Lï¿½ï¿½ï¿;Stromae;1.00;2022.00;1.00;9.00;2035.00;0.00;108809090.00;41.00;122.00;394.00;0.00;2.00;88.00;D;Minor;56.00;58.00;55.00;35.00;0.00;23.00;11.00
Nostï¿½ï¿½l;Chris Brown, Rvssian, Rauw Alejandro;3.00;2021.00;9.00;8.00;2780.00;2.00;436695353.00;86.00;76.00;59.00;0.00;16.00;98.00;A;Minor;73.00;60.00;85.00;17.00;0.00;24.00;5.00
Better Days (NEIKED x Mae Muller x Polo G);NEIKED, Mae Muller, Polo G;3.00;2021.00;9.00;24.00;4091.00;0.00;421040617.00;105.00;2.00;73.00;13.00;1.00;110.00;0;Minor;72.00;67.00;68.00;0.00;0.00;14.00;4.00
Life Goes On;Oliver Tree;1.00;2020.00;7.00;17.00;2868.00;0.00;501541661.00;43.00;15.00;116.00;0.00;0.00;80.00;0;Major;70.00;57.00;49.00;19.00;0.00;12.00;8.00
Sad Girlz Luv Money Remix (feat. Kali Uchis);Kali Uchis, Amaarae, Moliy;3.00;2021.00;9.00;16.00;3643.00;0.00;354065229.00;69.00;3.00;70.00;0.00;3.00;110.00;C#;Minor;86.00;31.00;53.00;43.00;0.00;11.00;6.00
Butter;BTS;1.00;2021.00;5.00;21.00;4779.00;6.00;1143647827.00;180.00;135.00;223.00;0.00;5.00;110.00;G#;Major;79.00;70.00;36.00;0.00;0.00;6.00;11.00
pushin P (feat. Young Thug);Young Thug, Future, Gunna;3.00;2022.00;1.00;7.00;3517.00;0.00;311395144.00;54.00;28.00;43.00;0.00;0.00;78.00;C#;Minor;77.00;49.00;42.00;1.00;1.00;13.00;19.00
You Right;Doja Cat, The Weeknd;2.00;2021.00;6.00;24.00;5073.00;0.00;672656250.00;83.00;9.00;100.00;0.00;4.00;129.00;G#;Major;83.00;44.00;62.00;2.00;0.00;8.00;6.00
deja vu;Olivia Rodrigo;1.00;2021.00;4.00;1.00;7545.00;4.00;1256880657.00;117.00;39.00;141.00;0.00;46.00;181.00;A;Major;44.00;22.00;60.00;61.00;0.00;42.00;9.00
Dynamite;BTS;1.00;2020.00;8.00;21.00;8528.00;5.00;1692897992.00;239.00;163.00;583.00;0.00;0.00;114.00;F#;Minor;75.00;74.00;77.00;1.00;0.00;9.00;10.00
TO THE MOON;Jnr Choi;1.00;2021.00;11.00;5.00;2979.00;0.00;245095641.00;44.00;0.00;159.00;0.00;0.00;144.00;D;Major;74.00;39.00;65.00;5.00;1.00;11.00;35.00
Lost in the Fire;The Weeknd, Gesaffelstein;2.00;2019.00;1.00;11.00;7731.00;2.00;686734357.00;110.00;145.00;447.00;0.00;46.00;101.00;D;Major;66.00;18.00;68.00;9.00;0.00;12.00;4.00
Salimo de Noche;Trueno, Tiago pzk;2.00;2021.00;10.00;21.00;1057.00;0.00;261414174.00;17.00;5.00;21.00;0.00;0.00;84.00;D;Major;67.00;78.00;63.00;29.00;0.00;12.00;5.00
Volando - Remix;Sech, Bad Bunny, Mora;3.00;2021.00;7.00;8.00;3272.00;19.00;610045621.00;101.00;34.00;70.00;1.00;2.00;154.00;F#;Major;66.00;63.00;69.00;21.00;0.00;11.00;7.00
Leave The Door Open;Bruno Mars, Anderson .Paak, Silk Sonic;3.00;2021.00;3.00;5.00;14417.00;0.00;1115880852.00;237.00;123.00;569.00;0.00;10.00;148.00;F;Major;59.00;72.00;62.00;18.00;0.00;9.00;3.00
Knife Talk (with 21 Savage ft. Project Pat);Drake, Project Pat, 21 Savage;3.00;2021.00;9.00;3.00;5199.00;0.00;594482982.00;45.00;43.00;45.00;0.00;3.00;146.00;F;Minor;85.00;22.00;37.00;13.00;0.00;7.00;30.00
Don't Be Shy;Tiï¿½ï¿½sto, Kar;2.00;2021.00;8.00;1.00;6026.00;0.00;566954746.00;171.00;51.00;187.00;1.00;21.00;120.00;B;Minor;77.00;51.00;79.00;20.00;0.00;26.00;6.00
Love Grows (Where My Rosemary Goes);Edison Lighthouse;1.00;1970.00;1.00;1.00;2877.00;0.00;0.00;16.00;0.00;54.00;0.00;0.00;110.00;A;Major;53.00;75.00;69.00;7.00;0.00;17.00;3.00
LA FAMA (with The Weeknd);The Weeknd, ROSALï¿½;2.00;2021.00;11.00;11.00;4640.00;3.00;374706940.00;81.00;93.00;507.00;6.00;4.00;136.00;0;Minor;77.00;82.00;30.00;95.00;0.00;13.00;5.00
The Family Madrigal;Olga Merediz, Stephanie Beatriz, Encanto - Cast;3.00;2021.00;11.00;19.00;1150.00;0.00;184937148.00;20.00;38.00;12.00;0.00;0.00;141.00;C#;Major;59.00;56.00;63.00;12.00;0.00;6.00;36.00
Phantom Regret by Jim;The Weeknd;1.00;2022.00;1.00;7.00;768.00;0.00;31959571.00;1.00;1.00;3.00;0.00;0.00;108.00;A;Minor;46.00;23.00;48.00;75.00;30.00;14.00;4.00
Dos Oruguitas;Sebastian Yatra;1.00;2021.00;11.00;19.00;925.00;0.00;167076418.00;24.00;47.00;74.00;0.00;0.00;94.00;0;Major;42.00;47.00;36.00;76.00;0.00;9.00;5.00
Freaks;Surf Curse;1.00;2015.00;5.00;10.00;3006.00;3.00;824420218.00;23.00;21.00;121.00;0.00;13.00;180.00;A;Major;35.00;41.00;94.00;0.00;63.00;5.00;5.00
Acapulco;Jason Derulo;1.00;2021.00;9.00;1.00;3098.00;0.00;363467642.00;111.00;5.00;182.00;1.00;0.00;122.00;A#;Major;77.00;51.00;79.00;5.00;0.00;16.00;5.00
Daddy Issues;The Neighbourhood;1.00;2015.00;10.00;30.00;9771.00;4.00;1127468248.00;42.00;70.00;384.00;0.00;3.00;85.00;A#;Major;59.00;33.00;52.00;7.00;15.00;12.00;3.00
thought i was playing;21 Savage, Gunna;2.00;2022.00;1.00;7.00;807.00;0.00;60680939.00;3.00;0.00;5.00;0.00;0.00;148.00;C#;Major;68.00;29.00;73.00;0.00;0.00;7.00;7.00
ELEVEN;IVE;1.00;2021.00;12.00;1.00;521.00;1.00;247737946.00;17.00;89.00;11.00;0.00;0.00;120.00;A;Major;83.00;59.00;73.00;6.00;0.00;5.00;11.00
Mood (feat. Iann Dior);24kgoldn, Iann Dior;2.00;2020.00;7.00;24.00;12854.00;0.00;1699402402.00;237.00;27.00;636.00;0.00;0.00;91.00;G;Minor;70.00;76.00;72.00;22.00;0.00;27.00;4.00
What Else Can I Do?;Stephanie Beatriz, Diane Guerrero;2.00;2021.00;11.00;19.00;802.00;0.00;154797871.00;13.00;27.00;8.00;0.00;0.00;120.00;E;Major;72.00;54.00;71.00;26.00;0.00;10.00;4.00
DANCE CRIP;Trueno;1.00;2021.00;11.00;17.00;731.00;0.00;198883004.00;14.00;14.00;24.00;0.00;4.00;106.00;0;Major;86.00;86.00;79.00;11.00;0.00;8.00;9.00
Miserable Man;David Kushner;1.00;2022.00;1.00;7.00;788.00;0.00;124407432.00;13.00;0.00;32.00;1.00;0.00;110.00;A#;Major;63.00;31.00;35.00;93.00;0.00;29.00;3.00
happier;Olivia Rodrigo;1.00;2021.00;5.00;21.00;3069.00;4.00;850608354.00;25.00;46.00;105.00;0.00;45.00;169.00;F#;Major;39.00;36.00;45.00;81.00;0.00;8.00;13.00
Praise God;Kanye West;1.00;2021.00;8.00;29.00;4651.00;0.00;376333030.00;24.00;6.00;105.00;0.00;0.00;118.00;C#;Major;80.00;21.00;55.00;1.00;0.00;26.00;17.00
Get Into It (Yuh);Doja Cat;1.00;2021.00;6.00;25.00;4999.00;0.00;516784627.00;43.00;19.00;73.00;12.00;0.00;92.00;G#;Minor;91.00;79.00;66.00;32.00;0.00;9.00;16.00
Before You Go;Lewis Capaldi;1.00;2019.00;11.00;1.00;8327.00;24.00;1608045237.00;205.00;130.00;625.00;0.00;25.00;112.00;D#;Major;45.00;19.00;60.00;63.00;0.00;9.00;6.00
Sky;Playboi Carti;1.00;2020.00;12.00;25.00;3297.00;3.00;506778838.00;25.00;3.00;52.00;0.00;1.00;140.00;D;Major;79.00;56.00;91.00;26.00;0.00;13.00;21.00
Rolling in the Deep;Adele;1.00;2010.00;11.00;29.00;35684.00;6.00;1472799873.00;195.00;125.00;6280.00;2.00;78.00;105.00;G#;Major;73.00;52.00;76.00;13.00;0.00;5.00;3.00
Sobrio;Maluma;1.00;2021.00;7.00;8.00;3506.00;10.00;513643924.00;103.00;76.00;100.00;1.00;1.00;178.00;F;Major;76.00;63.00;77.00;14.00;0.00;15.00;22.00
Peru;Ed Sheeran, Fireboy DML;2.00;2021.00;12.00;23.00;2999.00;0.00;261286503.00;60.00;17.00;154.00;0.00;22.00;108.00;G;Minor;96.00;71.00;42.00;57.00;0.00;8.00;9.00
favorite crime;Olivia Rodrigo;1.00;2021.00;5.00;21.00;3681.00;0.00;783706581.00;20.00;21.00;99.00;0.00;7.00;173.00;A;Major;40.00;19.00;29.00;86.00;0.00;34.00;4.00
Thunder;Prezioso, Gabry Ponte, LUM!X;3.00;2021.00;5.00;7.00;4846.00;10.00;422691058.00;54.00;16.00;259.00;0.00;13.00;101.00;C#;Major;67.00;40.00;90.00;3.00;0.00;34.00;6.00
The Business;Tiï¿½ï¿;1.00;2020.00;1.00;1.00;14311.00;0.00;1062345656.00;255.00;32.00;582.00;0.00;14.00;120.00;G#;Minor;80.00;24.00;62.00;41.00;2.00;11.00;23.00
positions;Ariana Grande;1.00;2020.00;10.00;23.00;8207.00;0.00;1252563873.00;175.00;55.00;95.00;0.00;2.00;144.00;0;Major;73.00;66.00;80.00;44.00;0.00;9.00;12.00
I WANNA BE YOUR SLAVE;Mï¿½ï¿½ne;1.00;2021.00;3.00;19.00;4873.00;0.00;851070493.00;65.00;88.00;434.00;3.00;13.00;133.00;C#;Major;75.00;96.00;61.00;0.00;0.00;18.00;4.00
Vai Lï¿½ï¿½ Em Casa ;Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &;2.00;2021.00;10.00;22.00;772.00;0.00;263894529.00;7.00;3.00;89.00;0.00;0.00;158.00;G#;Minor;46.00;62.00;83.00;53.00;0.00;97.00;28.00
The Feels;TWICE;1.00;2021.00;10.00;1.00;1150.00;0.00;345903614.00;20.00;99.00;44.00;0.00;2.00;120.00;A;Major;81.00;92.00;90.00;9.00;0.00;8.00;7.00
HEARTBREAK ANNIVERSARY;Giveon;1.00;2020.00;2.00;21.00;5398.00;4.00;951637566.00;111.00;127.00;210.00;0.00;37.00;129.00;0;Major;61.00;59.00;46.00;56.00;0.00;13.00;5.00
No Lie;Sean Paul, Dua Lipa;2.00;2016.00;11.00;18.00;7370.00;0.00;956865266.00;92.00;127.00;1219.00;0.00;62.00;102.00;G;Major;74.00;45.00;89.00;5.00;0.00;26.00;13.00
OUT OUT (feat. Charli XCX & Saweetie);Charli XCX, Jax Jones, Joel Corry, Saweetie;4.00;2021.00;8.00;13.00;6890.00;0.00;427486004.00;122.00;11.00;201.00;0.00;1.00;124.00;G#;Minor;79.00;79.00;84.00;2.00;0.00;5.00;5.00
Pope Is a Rockstar;SALES;1.00;2016.00;4.00;20.00;1966.00;0.00;156658366.00;4.00;2.00;50.00;0.00;0.00;90.00;E;Minor;73.00;31.00;45.00;85.00;24.00;11.00;3.00
2055;Sleepy hallow;1.00;2021.00;4.00;14.00;2226.00;0.00;624515457.00;29.00;0.00;44.00;0.00;0.00;161.00;F#;Minor;78.00;65.00;52.00;46.00;0.00;12.00;31.00
Bored;Billie Eilish;1.00;2017.00;3.00;30.00;4204.00;0.00;777765388.00;39.00;45.00;250.00;0.00;0.00;120.00;G;Major;60.00;11.00;33.00;90.00;0.00;8.00;5.00
Happier Than Ever - Edit;Billie Eilish;1.00;2021.00;7.00;28.00;1959.00;0.00;412795151.00;19.00;0.00;38.00;0.00;0.00;81.00;0;Major;45.00;12.00;57.00;7.00;0.00;23.00;3.00
Astronaut In The Ocean;Masked Wolf;1.00;2019.00;1.00;1.00;7191.00;0.00;1138474110.00;146.00;18.00;478.00;0.00;7.00;150.00;E;Minor;78.00;47.00;70.00;18.00;0.00;15.00;9.00
Ley Seca;Anuel Aa, Jhay Cortez;2.00;2021.00;9.00;2.00;2012.00;0.00;355219175.00;101.00;12.00;38.00;0.00;0.00;105.00;G#;Major;76.00;58.00;84.00;10.00;0.00;13.00;10.00
